train_loss,val_loss
5.665216916755064,2.429701818360223
0.1636032587779102,2.465155773692661
0.14327979616042394,2.4408266411887274
0.13500325904408497,2.43533718585968
0.13011426473064208,2.4635419050852456
0.12767557988860714,2.421490775214301
0.12455767760081078,2.410125003920661
0.1242598232382269,2.4233322938283286
0.11972870216218394,2.427419344584147
0.11884189057928413,2.4204465548197427
0.11941201940401276,2.4092316362592907
0.1154904667454869,2.3816689782672458
0.12067933875455786,2.4008478588528104
0.11422841273136992,2.4335568481021457
0.11818413820062111,2.412162039015028
0.11388262205604296,2.4694997866948447
0.11709642838408697,2.4237703614764743
0.11217788212112527,2.438467502593994
0.11145728670839053,2.4535345368915134
0.11034312560709554,2.4057059155570135
0.11519297206802155,2.3913016981548734
0.11159253470710855,2.4271877076890735
0.1167543356431954,2.471378790007697
0.1092672938508774,2.4184913767708673
0.11279989701153627,2.4655597342385187
0.10412420132266942,2.4110242658191257
0.10900631958424155,2.5040535264545016
0.11290943099936443,2.4475535684161716
0.10475446194855136,2.4039547973208957
0.10859362764367417,2.411376025941637
0.10338788223800374,2.409013960096571
0.11420819563652153,2.472187956174215
0.10451317990004126,2.4151672389772205
0.11330735199709437,2.3972551027933755
0.100289600831804,2.4431544277403088
0.10306283247782223,2.5676200919681125
0.10953788020050348,2.384409957461887
0.10559768379846615,2.4295926094055176
0.10693469660273239,2.3889863226148815
0.11430848517747068,2.4231081273820667
0.10652258352779631,2.423752744992574
0.11244817767570268,2.435628652572632
0.10081152200921258,2.4339782661861844
0.12130156437407678,2.4179783794615
0.10273810843033578,2.4196040762795343
0.09906378683091989,2.4752151701185436
0.09983641459648289,2.399683369530572
0.11050328734650541,2.415852599673801
0.09659581770425413,2.420563896497091
0.1066234900769013,2.431048207812839
0.09785026044987921,2.444140010409885
0.09723526189353929,2.440156658490499
0.09602875379261686,2.4583879709243774
0.09799349169010546,2.398181425200568
0.0954487380474361,2.3876739740371704
0.09447138611950091,2.4309921397103205
0.10424679156337212,2.4258698887295194
0.09419877404597268,2.457404454549154
0.0960253835169237,2.4082923465304904
0.10196367873629528,2.4282566573884754
0.1056288674251357,2.42814212375217
0.09784067277588061,2.4458244376712375
0.09397264030664715,2.43568578031328
0.11665047471647833,2.609405597050985
0.09444360729696145,2.446871386633979
0.09136746039808687,2.5034401019414267
0.09356656320281882,2.4101792441474066
0.09414443284717959,2.5001640054914684
0.09929226355543777,2.4190494351916842
0.09238925520608675,2.460094862514072
0.09783164673109553,2.54135439130995
0.10343172473471555,2.4498531421025596
0.10011084917098728,2.429734468460083
0.09839338920454481,2.417575478553772
0.09636261530998927,2.4997759527630277
0.0901416834833017,2.406878113746643
0.09519055018674082,2.4214439392089844
0.08964832488503029,2.4377559555901422
0.08831174065595243,2.392900930510627
0.09039598592181704,2.4065076642566257
0.0898483790346046,2.425375819206238
0.0868340525498141,2.5662125084135265
0.09616709411589068,2.415328105290731
0.09725432603884099,2.4848169883092246
0.09218228080157023,2.4144176642100015
0.08729188077485384,2.5598462290234036
0.09357357803565353,2.40969635380639
0.09861132875084877,2.468099594116211
0.09384490482842744,2.4008847077687583
0.10001359251675321,2.4114377631081476
0.09168664560611568,2.49093935224745
0.08900292189930802,2.499150368902418
0.08923900121850754,2.416920026143392
0.08875332600367603,2.397329224480523
0.09033089347962123,2.4785945812861123
0.09034869213824842,2.458084291881985
0.08529618510337018,2.411833988295661
0.08561332162414025,2.4805150826772056
0.08609350509385565,2.473529961374071
0.08360606098352973,2.440965453783671
