train_loss,val_loss
60.7435634385294,19.234038988749187
6.44302862793652,4.405495034323798
3.6371038458240568,4.237142218483819
3.411308181819631,3.462168402141995
3.013417866692614,3.2331458727518716
2.8839192959799695,3.3291169802347818
2.755732650187478,2.998949156867133
2.709708190675992,3.0457770824432373
2.672100654288904,2.836972236633301
2.5658066770923673,2.757830540339152
2.6303738924994398,2.9798013899061413
2.612511704217142,2.9161837100982666
2.5343136431565925,2.832912630505032
2.5030973509176455,2.6832202540503607
2.50633136905841,2.7532024648454456
2.4741501648034623,2.8321771356794567
2.4620541921302452,2.7609303262498646
2.423050252359305,2.6769963105519614
2.4091653094362857,2.6409047974480524
2.344121673213902,2.595146656036377
2.3678073776302053,2.585016065173679
2.3390113168687963,2.6179338031344943
2.4235357775617,2.63043114874098
2.2990642821610865,2.784954653845893
2.3105775100081716,2.579950624042087
2.230690755061249,2.7663983503977456
2.223194955000237,2.6931508911980524
2.2521157905236997,2.5364033381144204
2.2203187017298456,2.5840794245402017
2.1296670810500187,2.568665689892239
2.151091467088728,2.5382698906792536
2.120597944330813,2.4978253841400146
2.1291284685704244,2.4539802604251437
2.1358015145828473,2.5298649999830456
2.128180758276982,2.419082933002048
2.1181385570497655,2.4376418590545654
2.0513544296150776,2.390093141131931
2.062579071343835,2.434058427810669
2.0631095393380123,2.532620350519816
2.060382761172394,2.497976859410604
1.9802474690907037,2.418070263332791
1.998247434843832,2.3127212524414062
1.961772712308969,2.4708420170678034
1.9520852023096227,2.432374636332194
1.9258864619838658,2.5136486424340143
1.9548751507232438,2.5003197722964816
1.9292994283918123,2.393947574827406
1.9199473341899131,2.431109891997443
1.8780388084810171,2.4496532811058893
1.8510438266085154,2.378486262427436
1.882731540879207,2.349211825264825
1.8392804024824456,2.445020914077759
1.8210340578164628,2.2568024661805897
1.852455050198,2.3363773160510592
1.7877560916231638,2.4291317462921143
1.8233917239886612,2.309918933444553
1.8239101242663256,2.598928451538086
1.7573878338087852,2.361322045326233
1.7090465800086063,2.3752921554777355
1.7227780160619253,2.2896626128090753
1.7687590140015332,2.2465530369016857
1.7404731316352957,2.4891382853190103
1.7447303978364859,2.413740621672736
1.7192416635911856,2.194092591603597
1.706230821894176,2.3947872585720487
1.7177790394469874,2.5304833915498524
1.671798733632956,2.297927141189575
1.737221095099378,2.263034767574734
1.7449816794537787,2.2769347429275513
1.6221776364454583,2.3120412826538086
1.6269367052547967,2.3069391118155584
1.6060183555332583,2.2297310961617365
1.6728955462797364,2.2350666920344033
1.6159432307997745,2.2676276630825467
1.6119249507562439,2.3604124652014837
1.600582668140753,2.216082135836283
1.5705965917501876,2.2524963749779596
1.5851467589833843,2.411285877227783
1.5419584895247844,2.2890553606881037
1.525346597628807,2.2934042745166354
1.583261940906297,2.3041554424497814
1.584483720473389,2.351932062043084
1.5094793109751459,2.3611910343170166
1.5285050655478862,2.3150370915730796
1.5171051817153818,2.3820229503843517
1.5378485749016946,2.181227034992642
1.5481527607832382,2.3708394500944348
1.4447177604063233,2.4294688834084406
1.5104756408662938,2.3976626131269665
1.47794330298011,2.349742306603326
1.4519678923621107,2.408586237165663
1.495195454625941,2.2819363011254206
1.4716545628077948,2.3254253996743097
1.470576524734497,2.2944668928782144
1.4275595892721147,2.3991007010142007
1.474614122910286,2.647414353158739
1.45397417314017,2.252630843056573
1.4286151928688162,2.1736426618364124
1.3851251531003126,2.156932923528883
1.4108678511719206,2.2273864216274686
1.42226720301073,2.313655482398139
1.3982859529666047,2.2917218340767755
1.3736010629739335,2.271824214193556
1.4280399697930066,2.0567778878741794
1.3418482470868238,2.3034965329700046
1.401541223276907,2.2236165735456677
1.3765948530453354,2.13923356268141
1.3583720006159883,2.343900693787469
1.3555411723122668,2.2123571634292603
1.31609732535348,2.2724633084403143
1.3439297756152366,2.4974208407931857
1.3389862953726925,2.265365958213806
1.3349050977336827,2.216202735900879
1.3511148450979547,2.1777138710021973
1.385883490541088,2.1329724656211004
1.3087879250298684,2.158160514301724
1.3799120161070753,2.1730969746907554
1.293474652873936,2.0591321521335177
1.3632702204718519,2.179680691825019
1.2945362035907917,2.099656065305074
1.2945172279628354,2.104122267829047
1.3274178122406575,2.1178626219431558
1.2755881503446778,2.1592855188581677
1.2447811658702679,2.1419707934061685
1.26661584715345,2.3108327388763428
1.2324287935869018,2.12043387360043
1.230680615154665,2.3105933401319714
1.2682652010846494,2.05548452006446
1.2319552560350788,2.222386121749878
1.2153239703890104,2.1381204393174915
1.2143367769113227,2.27507213751475
1.180117534167731,2.1838877863354154
1.2437875048438114,2.210947791735331
1.240836774235341,2.1872843901316323
1.1718591718531366,2.2048136128319635
1.1721515526522452,2.1978056165907116
1.1851109755572988,2.1542995373408
1.1952448318253701,2.1388611263699002
1.1847590679553017,2.3136967950397067
1.1584831609654782,2.313189811176724
1.1416485407459203,2.2692037555906506
1.1560338655514504,2.1948759158452353
1.145360657528265,2.1947481764687433
1.0943229572096866,2.2131207254197864
1.123044378721892,2.2463061147265964
1.19008528741438,2.3514164951112537
1.169250587918865,2.342969536781311
1.112780820967546,2.2513731320699057
1.1627719740369427,2.316009587711758
1.1259217333437792,2.2952630387412176
